"Unique identification number of the institution","Occupation and full- and part-time status","Full-time or part-time status","Occupation category","Identifies occupations consistent with previous codes","Grand total","Grand total men","Grand total women","American Indian or Alaska Native total","American Indian or Alaska Native men","American Indian or Alaska Native women","Asian total","Asian men","Asian women","Black or African American total","Black or African American men","Black or African American women","Hispanic or Latino total","Hispanic or Latino men","Hispanic or Latino women","Native Hawaiian or Other Pacific Islander total","Native Hawaiian or Other Pacific Islander men","Native Hawaiian or Other Pacific Islander women","White total","White men","White women","Two or more races total","Two or more races men","Two or more races women","Race/ethnicity unknown total","Race/ethnicity unknown men","Race/ethnicity unknown women","Nonresident alien total","Nonresident alien men","Nonresident alien women","FY","Fall","Institution_Name","Survey Code","Survey Title","FTPT_desc","OCCUPCAT_desc","SABDTYPE_desc","STAFFCAT_desc"
"147767","1260","1","260","-2","  214","  84","  130","  0"," 0"," 0","  11","  3","   8","  20","  7","  13","   7","   4","   3"," 1"," 0"," 1","  170","  68"," 102","  1"," 0"," 1","  2","  1","  1","   2","  1","  1","2013","2012","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Librarians, Curators, and Archivists","Not applicable, current occupation does not map to occupations prior to 2012","Librarians and Library Technicians/Archivists, Curators, and Museum Technicians"
"147767","1261","1","261","-2","    8","   1","    7","  0"," 0"," 0","   0","  0","   0","   0","  0","   0","   1","   0","   1"," 0"," 0"," 0","    7","   1","   6","  0"," 0"," 0","  0","  0","  0","   0","  0","  0","2013","2012","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Archivists, Curators, and Museum Technicians","Not applicable, current occupation does not map to occupations prior to 2012","Archivists, Curators, and Museum Technicians"
"147767","1262","1","262","-2","   96","  41","   55","  0"," 0"," 0","   3","  0","   3","   5","  1","   4","   2","   2","   0"," 1"," 0"," 1","   80","  36","  44","  1"," 0"," 1","  2","  1","  1","   2","  1","  1","2013","2012","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Librarians","Not applicable, current occupation does not map to occupations prior to 2012","Librarians"
"147767","1263","1","263","-2","  110","  42","   68","  0"," 0"," 0","   8","  3","   5","  15","  6","   9","   4","   2","   2"," 0"," 0"," 0","   83","  31","  52","  0"," 0"," 0","  0","  0","  0","   0","  0","  0","2013","2012","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Library Technicians","Not applicable, current occupation does not map to occupations prior to 2012","Library Technicians"
"147767","1270","1","270","-2","   30","  10","   20","  0"," 0"," 0","   1","  0","   1","   1","  1","   0","   3","   1","   2"," 0"," 0"," 0","   24","   8","  16","  0"," 0"," 0","  1","  0","  1","   0","  0","  0","2013","2012","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Student and Academic Affairs and Other Education Services","Not applicable, current occupation does not map to occupations prior to 2012","Student and Academic Affairs and Other Education Services"
"147767","1300","1","300","-2","  240"," 136","  104","  0"," 0"," 0","   9","  4","   5","  10","  4","   6","   8","   5","   3"," 0"," 0"," 0","  206"," 119","  87","  3"," 2"," 1","  3","  1","  2","   1","  1","  0","2013","2012","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Management","Not applicable, current occupation does not map to occupations prior to 2012","Management"
"147767","1310","1","310","-2"," 1173"," 339","  834","  0"," 0"," 0","  89"," 23","  66"," 150"," 28"," 122","  67","  21","  46"," 2"," 1"," 1","  831"," 254"," 577","  8"," 2"," 6"," 11","  6","  5","  15","  4"," 11","2013","2012","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Business and Financial Operations","Not applicable, current occupation does not map to occupations prior to 2012","Business and Financial Operations"
"147767","1320","1","320","-2"," 1590"," 845","  745","  1"," 1"," 0"," 258","118"," 140","  88"," 41","  47","  76","  43","  33"," 5"," 1"," 4","  953"," 524"," 429"," 12"," 8"," 4"," 15"," 10","  5"," 182"," 99"," 83","2013","2012","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Computer, Engineering, and Science","Not applicable, current occupation does not map to occupations prior to 2012","Computer, Engineering, and Science"
"147767","1330","1","330","-2","  354"," 150","  204","  0"," 0"," 0","  14","  4","  10","  34"," 14","  20","  11","   5","   6"," 1"," 0"," 1","  288"," 124"," 164","  0"," 0"," 0","  1","  0","  1","   5","  3","  2","2013","2012","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Community, Social Service, Legal, Arts,Design, Entertainment, Sports and Media","Not applicable, current occupation does not map to occupations prior to 2012","Community Service, Legal, Arts, and Media"
"147767","1340","1","340","-2","  183","  33","  150","  0"," 0"," 0","  21","  8","  13","  15","  4","  11","  27","   4","  23"," 2"," 1"," 1","  112","  15","  97","  1"," 0"," 1","  3","  0","  3","   2","  1","  1","2013","2012","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Healthcare Practioners and Technical","Not applicable, current occupation does not map to occupations prior to 2012","Healthcare Practioners and Technical"
"147767","1350","1","350","-2","  136"," 109","   27","  0"," 0"," 0","  22"," 21","   1","  41"," 29","  12","  15","  11","   4"," 1"," 0"," 1","   55","  46","   9","  0"," 0"," 0","  2","  2","  0","   0","  0","  0","2013","2012","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Service Occupations","Not applicable, current occupation does not map to occupations prior to 2012","Service"
"147767","1360","1","360","-2","   18","  10","    8","  0"," 0"," 0","   0","  0","   0","   1","  0","   1","   0","   0","   0"," 0"," 0"," 0","   17","  10","   7","  0"," 0"," 0","  0","  0","  0","   0","  0","  0","2013","2012","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Sales and Related Occupations","Not applicable, current occupation does not map to occupations prior to 2012","Sales and related"
"147767","1370","1","370","-2"," 1504"," 304"," 1200","  3"," 0"," 3","  96"," 17","  79"," 273"," 38"," 235"," 129","  35","  94"," 4"," 1"," 3","  949"," 199"," 750"," 10"," 3"," 7"," 17","  4"," 13","  23","  7"," 16","2013","2012","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Office and Administrative Support","Not applicable, current occupation does not map to occupations prior to 2012","Office and Administrative Support"
"147767","1380","1","380","-2","  262"," 232","   30","  0"," 0"," 0","  11"," 11","   0","  43"," 32","  11","  36","  27","   9"," 0"," 0"," 0","  171"," 161","  10","  0"," 0"," 0","  1","  1","  0","   0","  0","  0","2013","2012","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","All staff","Natural Resources, Construction, and Maintenance","Not applicable, current occupation does not map to occupations prior to 2012","Natural Resources, Construction, and Maintenance"
"147767","2100","2","100","10"," 8544","4158"," 4386","  6"," 1"," 5"," 901","442"," 459"," 753","245"," 508"," 453"," 208"," 245","13"," 2","11"," 5595","2739","2856"," 41","17","24"," 83"," 43"," 40"," 699","461","238","2013","2012","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","All staff","Full-time (occupation code prior to 2012)","Full-time total"
"147767","2200","2","200","11"," 3042","1949"," 1093","  2"," 0"," 2"," 391","237"," 154","  89"," 48","  41","  82","  54","  28"," 0"," 0"," 0"," 1965","1242"," 723","  7"," 2"," 5"," 31"," 18"," 13"," 475","348","127","2013","2012","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Instructional, research and public service staff","Full-time postecondary teachers (occupation code prior to 2012)","Full-time, Instructional, research and public service"
"147767","2210","2","210","-2"," 2057","1322","  735","  0"," 0"," 0"," 265","167","  98","  72"," 39","  33","  68","  47","  21"," 0"," 0"," 0"," 1568","1022"," 546","  4"," 1"," 3"," 15","  6","  9","  65"," 40"," 25","2013","2012","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Instructional staff, total","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Instructional staff"
"147767","2220","2","220","-2","  985"," 627","  358","  2"," 0"," 2"," 126"," 70","  56","  17","  9","   8","  14","   7","   7"," 0"," 0"," 0","  397"," 220"," 177","  3"," 1"," 2"," 16"," 12","  4"," 410","308","102","2013","2012","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Research","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Research"
"147767","2250","2","250","-2","  230","  91","  139","  0"," 0"," 0","  12","  3","   9","  21","  8","  13","  10","   5","   5"," 1"," 0"," 1","  181","  73"," 108","  0"," 0"," 0","  3","  1","  2","   2","  1","  1","2013","2012","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Librarians/Library Technicians/Archivists and Curators, and Museum technicians/Student and Academic Affairs and Other Eduation Services","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Librarians and Library Technicians/Archivists, Curators, and Museum Technicians/Student and Academic Affairs and Other Education Services"
"147767","2260","2","260","-2","  201","  81","  120","  0"," 0"," 0","  11","  3","   8","  20","  7","  13","   7","   4","   3"," 1"," 0"," 1","  158","  65","  93","  0"," 0"," 0","  2","  1","  1","   2","  1","  1","2013","2012","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Librarians, Curators, and Archivists","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Librarians and Library Technicians/Archivists, Curators, and Museum Technicians"
"147767","2261","2","261","-2","    6","   1","    5","  0"," 0"," 0","   0","  0","   0","   0","  0","   0","   1","   0","   1"," 0"," 0"," 0","    5","   1","   4","  0"," 0"," 0","  0","  0","  0","   0","  0","  0","2013","2012","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Archivists, Curators, and Museum Technicians","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Archivists, Curators, and Museum Technicians"
"147767","2262","2","262","-2","   93","  40","   53","  0"," 0"," 0","   3","  0","   3","   5","  1","   4","   2","   2","   0"," 1"," 0"," 1","   78","  35","  43","  0"," 0"," 0","  2","  1","  1","   2","  1","  1","2013","2012","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Librarians","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Librarians"
"147767","2263","2","263","-2","  102","  40","   62","  0"," 0"," 0","   8","  3","   5","  15","  6","   9","   4","   2","   2"," 0"," 0"," 0","   75","  29","  46","  0"," 0"," 0","  0","  0","  0","   0","  0","  0","2013","2012","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Library Technicians","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Library Technicians"
"147767","2270","2","270","-2","   29","  10","   19","  0"," 0"," 0","   1","  0","   1","   1","  1","   0","   3","   1","   2"," 0"," 0"," 0","   23","   8","  15","  0"," 0"," 0","  1","  0","  1","   0","  0","  0","2013","2012","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Student and Academic Affairs and Other Education Services","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Student and Academic Affairs and Other Education Services"
"147767","2300","2","300","-2","  236"," 133","  103","  0"," 0"," 0","   9","  4","   5","  10","  4","   6","   8","   5","   3"," 0"," 0"," 0","  202"," 116","  86","  3"," 2"," 1","  3","  1","  2","   1","  1","  0","2013","2012","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Management","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Management"
"147767","2310","2","310","-2"," 1148"," 335","  813","  0"," 0"," 0","  88"," 23","  65"," 150"," 28"," 122","  67","  21","  46"," 2"," 1"," 1","  808"," 250"," 558","  8"," 2"," 6"," 10","  6","  4","  15","  4"," 11","2013","2012","Northwestern University","s_oc","Staff by Occupational Category, Race/ethncity, and gender","Full-time","Business and Financial Operations","Not applicable, current occupation does not map to occupations prior to 2012","Full-time, Business and Financial Operations"
